iso3,year,unemployment_youth
SSF,2002,11.9541425
SSA,2002,11.9541425
TSS,2002,11.9541425
UMC,2002,14.81025201
WLD,2002,13.66434618
DZA,2003,43.927
ARG,2003,32.972
AFG,2003,10.189
ALB,2003,27.528
AGO,2003,37.67
ARM,2003,12.09
AUS,2003,11.959
AUT,2003,7.434
AZE,2003,18.943
BHS,2003,24.422
BHR,2003,4.355
BGD,2003,6.609
BRB,2003,25.846
BLR,2003,18.004
BEL,2003,18.978
BLZ,2003,20.996
BEN,2003,0.985
BTN,2003,5.352
BOL,2003,4.937
BIH,2003,56.192
BWA,2003,46.738
BRA,2003,21.303
BRN,2003,17.052
BGR,2003,27.027
BFA,2003,4.35
BDI,2003,3.848
CPV,2003,24.055
KHM,2003,1.561
CMR,2003,8.908
CAN,2003,13.638
CAF,2003,10.794
TCD,2003,1.108
CHI,2003,12.395
CHL,2003,24.682
CHN,2003,9.609
COL,2003,25.051
COM,2003,9.881
COD,2003,5.042
COG,2003,39.79
CRI,2003,15.103
CIV,2003,7.762
HRV,2003,35.527
CUB,2003,4.692
CYP,2003,8.618
CZE,2003,17.552
DNK,2003,9.793
DJI,2003,63.541
DOM,2003,13.466
ECU,2003,10.844
EGY,2003,29.257
SLV,2003,11.887
GNQ,2003,15.844
ERI,2003,10.464
EST,2003,26.792
SWZ,2003,53.544
ETH,2003,4.288
FJI,2003,11.407
FIN,2003,28.943
FRA,2003,17.199
PYF,2003,33.224
GAB,2003,33.997
GMB,2003,14.326
GEO,2003,24.383
DEU,2003,11.026
GHA,2003,12.854
GRC,2003,26.665
GUM,2003,22.856
GTM,2003,4.495
GIN,2003,5.767
GNB,2003,4.048
GUY,2003,23.329
HTI,2003,29.103
HND,2003,9.19
HKG,2003,14.863
HUN,2003,12.828
ISL,2003,11.848
IND,2003,14.459
IDN,2003,21.486
IRN,2003,22.942
IRQ,2003,17.346
IRL,2003,7.899
ISR,2003,22.368
ITA,2003,27.049
JAM,2003,16.48
JPN,2003,10.194
JOR,2003,32.815
KAZ,2003,14.385
KEN,2003,6.79
PRK,2003,7.316
KOR,2003,9.419
KWT,2003,5.15
KGZ,2003,3.925
LAO,2003,3.526
LVA,2003,20.469
LBN,2003,20.155
LSO,2003,22.417
LBR,2003,3.243
LBY,2003,46.297
LTU,2003,26.956
LUX,2003,10.907
MAC,2003,11.79
MDG,2003,6.899
MWI,2003,6.833
MYS,2003,11.742
MDV,2003,11.237
MLI,2003,1.959
MLT,2003,17.611
MRT,2003,14.868
MUS,2003,25.136
MEX,2003,7.092
MDA,2003,14.845
MNG,2003,10.658
MNE,2003,55.396
MAR,2003,17.037
MOZ,2003,6.172
MMR,2003,1.363
NAM,2003,42.795
NPL,2003,19.27
NLD,2003,6.597
NCL,2003,42
NZL,2003,10.502
NIC,2003,11.995
NER,2003,4.493
NGA,2003,9.269
MKD,2003,65.812
NOR,2003,11.704
OMN,2003,14.649
PAK,2003,0.945
PAN,2003,13.969
PNG,2003,4.715
PRY,2003,13.383
PER,2003,6.4
PHL,2003,9.185
POL,2003,41.202
PRT,2003,13.498
PRI,2003,23.338
QAT,2003,2.78
ROU,2003,19.493
RUS,2003,17.536
RWA,2003,15.813
WSM,2003,12.279
STP,2003,23.432
SAU,2003,30.478
SEN,2003,2.908
SRB,2003,35.201
SLE,2003,7.205
SGP,2003,10.112
SVK,2003,33.396
SVN,2003,15.209
SLB,2003,3.552
SOM,2003,33.861
ZAF,2003,36.263
SSD,2003,18.43
ESP,2003,22.313
LKA,2003,27.764
LCA,2003,37.175
VCT,2003,39.734
SDN,2003,26.711
SUR,2003,24.188
SWE,2003,14.303
CHE,2003,8.493
SYR,2003,19.417
TJK,2003,29.725
TZA,2003,5.566
THA,2003,5.24
TLS,2003,9.529
TGO,2003,7.159
TON,2003,13.93
TTO,2003,21.092
TUN,2003,30.653
TUR,2003,20.185
TKM,2003,17.989
UGA,2003,5.414
UKR,2003,16.892
ARE,2003,6.643
GBR,2003,11.265
USA,2003,12.351
URY,2003,38.079
UZB,2003,19.279
VUT,2003,14.496
VEN,2003,28.089
VNM,2003,4.722
VIR,2003,23.165
PSE,2003,35.416
YEM,2003,19.509
ZMB,2003,27.994
ZWE,2003,8.972
AFE,2003,14.28818957
AFW,2003,8.377355355
ARB,2003,27.1496245
CSS,2003,25.4380771
CEB,2003,29.26264473
EAR,2003,15.16281625
EAS,2003,10.4328611
EAP,2003,10.42189735
TEA,2003,10.45642582
EMU,2003,18.26727578
ECS,2003,19.31160658
ECA,2003,20.21128916
TEC,2003,21.29449917
EUU,2003,20.79967449
FCS,2003,11.66320746
HPC,2003,9.210289363
HIC,2003,16.13337128
IBD,2003,15.428423950000001
IBT,2003,13.78603178
IDB,2003,6.646981881
IDX,2003,9.599839529
IDA,2003,8.606174292
LTE,2003,12.916242220000001
LCN,2003,17.54656698
LAC,2003,16.63350605
TLA,2003,17.69963172
LDC,2003,9.325688376
LMY,2003,13.3195704
LIC,2003,9.634791131
LMC,2003,12.41346778
MEA,2003,26.08705646
MNA,2003,26.40778317
TMN,2003,26.3187493
MIC,2003,13.65880935
NAC,2003,12.47240137
OED,2003,15.18616503
OSS,2003,25.59454205
PSS,2003,9.99620186
PST,2003,14.14801337
PRE,2003,10.39756141
SST,2003,23.5684054
SAS,2003,12.32182833
TSA,2003,12.32182833
SSF,2003,11.92974454
SSA,2003,11.92974454
TSS,2003,11.92974454
UMC,2003,14.91774985
WLD,2003,13.81907192
DZA,2004,34.223
ARG,2004,29.547
AFG,2004,10.175
ALB,2004,26.601
AGO,2004,37.445
ARM,2004,12.047
AUS,2004,11.363
AUT,2004,11
AZE,2004,18.199
BHS,2004,21.616
BHR,2004,4.159
BGD,2004,7.74
BRB,2004,22.554
BLR,2004,16.771
BEL,2004,17.499
BLZ,2004,21.513
BEN,2004,1.136
BTN,2004,7.406
BOL,2004,5.057
BIH,2004,58.087
BWA,2004,41.411
BRA,2004,19.955
BRN,2004,17.503
BGR,2004,24.456
BFA,2004,5.428
BDI,2004,3.882
CPV,2004,24.133
KHM,2004,1.685
CMR,2004,7.688
CAN,2004,13.458
CAF,2004,10.556
TCD,2004,1.053
CHI,2004,13.12
CHL,2004,24.484
CHN,2004,9.417
COL,2004,26.213
COM,2004,9.918
COD,2004,4.949
COG,2004,39.911
CRI,2004,14.577
CIV,2004,7.939
HRV,2004,32.368
CUB,2004,3.862
CYP,2004,10.227
CZE,2004,20.375
DNK,2004,7.769
DJI,2004,64.488
DOM,2004,12.939
ECU,2004,10.192
EGY,2004,28.219
SLV,2004,11.823
GNQ,2004,15.47
ERI,2004,10.293
EST,2004,25.593
SWZ,2004,54.388
ETH,2004,3.956
FJI,2004,11.484
FIN,2004,28.361
FRA,2004,19.692
PYF,2004,33.131
GAB,2004,33.292
GMB,2004,14.294
GEO,2004,27.705
DEU,2004,12.986
GHA,2004,11.687
GRC,2004,26.726
GUM,2004,18.157
GTM,2004,5.354
GIN,2004,5.904
GNB,2004,4.051
GUY,2004,22.72
HTI,2004,32.014
HND,2004,10.549
HKG,2004,12.09
HUN,2004,14.362
ISL,2004,11.516
IND,2004,14.722
IDN,2004,23.678
IRN,2004,20.521
IRQ,2004,17.121
IRL,2004,8.064
ISR,2004,20.625
ITA,2004,24.447
JAM,2004,16.612
JPN,2004,9.564
JOR,2004,33.688
KAZ,2004,14.15
KEN,2004,6.784
PRK,2004,7.227
KOR,2004,9.797
KWT,2004,7.231
KGZ,2004,4.088
LAO,2004,3.223
LVA,2004,21.882
LBN,2004,19.788
LSO,2004,22.6
LBR,2004,3.253
LBY,2004,46.283
LTU,2004,20.269
LUX,2004,16.834
MAC,2004,10.466
MDG,2004,4.658
MWI,2004,6.645
MYS,2004,11.626
MDV,2004,13.425
MLI,2004,2.112
MLT,2004,18.642
MRT,2004,14.74
MUS,2004,24.582
MEX,2004,8.192
MDA,2004,15.5
MNG,2004,10.951
MNE,2004,55.497
MAR,2004,15.445
MOZ,2004,6.33
MMR,2004,1.371
NAM,2004,42.991
NPL,2004,19.343
NLD,2004,8.013
NCL,2004,41.082
NZL,2004,9.675
NIC,2004,10.274
NER,2004,5.505
NGA,2004,9.216
MKD,2004,64.163
NOR,2004,12.634
OMN,2004,15.072
PAK,2004,0.942
PAN,2004,13.648
PNG,2004,4.538
PRY,2004,11.955
PER,2004,7.759
PHL,2004,9.352
POL,2004,39.952
PRT,2004,14.054
PRI,2004,21.456
QAT,2004,2.827
ROU,2004,22.375
RUS,2004,17.212
RWA,2004,15.896
WSM,2004,12.811
STP,2004,23.339
SAU,2004,33.075
SEN,2004,2.907
SRB,2004,41.793
SLE,2004,5.11
SGP,2004,10.813
SVK,2004,32.995
SVN,2004,13.997
SLB,2004,3.427
SOM,2004,33.755
ZAF,2004,36.194
SSD,2004,18.505
ESP,2004,22.475
LKA,2004,28.472
LCA,2004,38.67
VCT,2004,39.252
SDN,2004,26.852
SUR,2004,21.843
SWE,2004,18.51
CHE,2004,7.706
SYR,2004,18.795
TJK,2004,29.079
TZA,2004,5.7
THA,2004,4.635
TLS,2004,9.628
TGO,2004,7.207
TON,2004,10.563
TTO,2004,16.954
TUN,2004,30.53
TUR,2004,20.224
TKM,2004,16.501
UGA,2004,4.093
UKR,2004,16.012
ARE,2004,7.2
GBR,2004,10.633
USA,2004,11.781
URY,2004,33.058
UZB,2004,17.081
VUT,2004,14.198
VEN,2004,25.356
VNM,2004,4.572
VIR,2004,22.656
PSE,2004,35.599
YEM,2004,19.794
ZMB,2004,29.803
ZWE,2004,7.881
AFE,2004,14.05598939
AFW,2004,8.254093427
ARB,2004,25.7725796
CSS,2004,24.18693379
CEB,2004,29.26070519
EAR,2004,15.20197075
EAS,2004,10.49866574
EAP,2004,10.53155572
TEA,2004,10.56799199
EMU,2004,18.80068293
ECS,2004,19.28985766
ECA,2004,19.78323164
TEC,2004,20.8968862
EUU,2004,21.31670149
FCS,2004,11.4628637
HPC,2004,9.065064127
HIC,2004,16.02589676
IBD,2004,15.25985105
IBT,2004,13.64667437
IDB,2004,6.368305642
IDX,2004,9.737682092
IDA,2004,8.602703443
LTE,2004,12.57801859
LCN,2004,17.05753108
LAC,2004,16.29904253
TLA,2004,17.22847969
LDC,2004,9.537864973
LMY,2004,13.21367978
LIC,2004,9.411545276
LMC,2004,12.52539455
MEA,2004,24.28519223
MNA,2004,24.25755348
TMN,2004,24.14359266
MIC,2004,13.56891461
NAC,2004,11.93911193
OED,2004,15.26511248
OSS,2004,25.69074478
PSS,2004,9.814527578
PST,2004,13.98544825
PRE,2004,10.29974207
SST,2004,23.44598562
SAS,2004,12.61309981
TSA,2004,12.61309981
SSF,2004,11.75101942
SSA,2004,11.75101942
TSS,2004,11.75101942
UMC,2004,14.62449228
WLD,2004,13.69370854
DZA,2005,31.228
ARG,2005,26.21
AFG,2005,10.167
ALB,2005,26.224
AGO,2005,37.449
ARM,2005,12.007
AUS,2005,10.616
AUT,2005,11.189
AZE,2005,15.277
BHS,2005,20.213
BHR,2005,3.992
BGD,2005,8.809
BRB,2005,21.225
BLR,2005,15.571
BEL,2005,21.475
BLZ,2005,22.134
BEN,2005,1.31
BTN,2005,9.308
BOL,2005,5.192
BIH,2005,60.107
BWA,2005,36.566
BRA,2005,21.296
BRN,2005,18.037
BGR,2005,22.34
BFA,2005,6.308
BDI,2005,3.865
CPV,2005,24.396
KHM,2005,1.808
CMR,2005,6.617
CAN,2005,12.405
CAF,2005,10.447
TCD,2005,1.035
CHI,2005,13.066
CHL,2005,23.374
CHN,2005,9.481
COL,2005,22.488
COM,2005,9.927
COD,2005,4.915
COG,2005,39.846
CRI,2005,15.562
CIV,2005,8.149
HRV,2005,31.906
CUB,2005,4.185
CYP,2005,13.581
CZE,2005,19.246
DNK,2005,8.591
DJI,2005,65.48
DOM,2005,13.541
ECU,2005,7.853
EGY,2005,31.097
SLV,2005,12.664
GNQ,2005,15.281
ERI,2005,10.349
EST,2005,15.129
SWZ,2005,55.346
ETH,2005,3.583
FJI,2005,9.576
FIN,2005,19.965
FRA,2005,21.228
PYF,2005,33.288
GAB,2005,32.322
GMB,2005,14.277
GEO,2005,27.873
DEU,2005,15.535
GHA,2005,10.539
GRC,2005,25.976
GUM,2005,16.28
GTM,2005,5.36
GIN,2005,6.072
GNB,2005,4.013
GUY,2005,22.155
HTI,2005,34.664
HND,2005,8.738
HKG,2005,10.684
HUN,2005,19.321
ISL,2005,7.061
IND,2005,14.982
IDN,2005,26.381
IRN,2005,23.513
IRQ,2005,17.013
IRL,2005,8.284
ISR,2005,17.839
ITA,2005,24.136
JAM,2005,16.743
JPN,2005,8.698
JOR,2005,34.661
KAZ,2005,12.738
KEN,2005,6.639
PRK,2005,7.148
KOR,2005,9.319
KWT,2005,6.499
KGZ,2005,4.254
LAO,2005,2.906
LVA,2005,15.178
LBN,2005,20.486
LSO,2005,22.513
LBR,2005,3.251
LBY,2005,46.071
LTU,2005,15.765
LUX,2005,13.648
MAC,2005,8.241
MDG,2005,2.271
MWI,2005,6.622
MYS,2005,11.576
MDV,2005,15.729
MLI,2005,2.084
MLT,2005,16.171
MRT,2005,14.563
MUS,2005,25.608
MEX,2005,6.874
MDA,2005,14.647
MNG,2005,11.333
MNE,2005,55.622
MAR,2005,15.718
MOZ,2005,6.457
MMR,2005,1.378
NAM,2005,43.237
NPL,2005,19.375
NLD,2005,11.872
NCL,2005,39.94
NZL,2005,9.772
NIC,2005,8.66
NER,2005,6.157
NGA,2005,9.499
MKD,2005,61.93
NOR,2005,11.331
OMN,2005,14.708
PAK,2005,0.94
PAN,2005,13.554
PNG,2005,4.321
PRY,2005,10.36
PER,2005,8.424
PHL,2005,9.529
POL,2005,36.758
PRT,2005,16.222
PRI,2005,23.535
QAT,2005,2.744
ROU,2005,20.362
RUS,2005,15.508
RWA,2005,16.093
WSM,2005,13.162
STP,2005,23.864
SAU,2005,34.642
SEN,2005,2.851
SRB,2005,47.154
SLE,2005,5.698
SGP,2005,10.668
SVK,2005,30.277
SVN,2005,15.912
SLB,2005,3.342
SOM,2005,33.826
ZAF,2005,36.198
SSD,2005,18.519
ESP,2005,19.638
LKA,2005,27.872
LCA,2005,35.088
VCT,2005,39.354
SDN,2005,26.992
SUR,2005,21.241
SWE,2005,21.89
CHE,2005,8.759
SYR,2005,18.233
TJK,2005,27.62
TZA,2005,5.882
THA,2005,4.857
TLS,2005,9.472
TGO,2005,7.372
TON,2005,6.867
TTO,2005,16.296
TUN,2005,28.044
TUR,2005,19.54
TKM,2005,14.453
UGA,2005,2.869
UKR,2005,15.24
ARE,2005,7.72
GBR,2005,12.63
USA,2005,11.233
URY,2005,29.064
UZB,2005,14.712
VUT,2005,13.796
VEN,2005,18.258
VNM,2005,4.997
VIR,2005,22.446
PSE,2005,31.923
YEM,2005,20.058
ZMB,2005,31.568
ZWE,2005,8.154
AFE,2005,13.86389723
AFW,2005,8.310097276
ARB,2005,26.13066102
CSS,2005,23.37145903
CEB,2005,27.25459442
EAR,2005,15.47629241
EAS,2005,10.80483574
EAP,2005,10.91975046
TEA,2005,10.96102108
EMU,2005,19.27785712
ECS,2005,18.75907286
ECA,2005,18.78533121
TEC,2005,19.41528143
EUU,2005,21.29069537
FCS,2005,11.18140336
HPC,2005,8.893236378
HIC,2005,15.6030346
IBD,2005,15.36102098
IBT,2005,13.70996715
IDB,2005,6.221350585
IDX,2005,9.805183781
IDA,2005,8.596772882
LTE,2005,12.39471358
LCN,2005,16.35768843
LAC,2005,15.95053627
TLA,2005,16.50242404
LDC,2005,9.745260592
LMY,2005,13.39931528
LIC,2005,9.211661635
LMC,2005,12.80336791
MEA,2005,25.23766612
MNA,2005,25.27544203
TMN,2005,25.20719933
MIC,2005,13.79679363
NAC,2005,11.34371086
OED,2005,14.7331628
OSS,2005,25.03267085
PSS,2005,8.645349078
PST,2005,13.93885567
PRE,2005,10.3015354
SST,2005,22.72340769
SAS,2005,12.87619818
TSA,2005,12.87619818
SSF,2005,11.66458601
SSA,2005,11.66458601
TSS,2005,11.66458601
UMC,2005,14.80225303
WLD,2005,13.74971791
DZA,2006,24.352
ARG,2006,23.781
AFG,2006,10.172
ALB,2006,25.849
AGO,2006,37.106
ARM,2006,11.973
AUS,2006,10.025
AUT,2006,10.056
AZE,2006,14.621
BHS,2006,16.433
BHR,2006,4.015
BGD,2006,7.277
BRB,2006,20.455
BLR,2006,14.392
BEL,2006,20.503
BLZ,2006,19.019
BEN,2006,1.459
BTN,2006,9.466
BOL,2006,5.198
BIH,2006,62.097
BWA,2006,31.704
BRA,2006,19.788
BRN,2006,18.58
BGR,2006,19.521
BFA,2006,5.787
BDI,2006,3.896
CPV,2006,24.59
KHM,2006,1.945
CMR,2006,5.588
CAN,2006,11.647
CAF,2006,10.241
TCD,2006,1.109
CHI,2006,12.257
CHL,2006,22.083
CHN,2006,9.319
COL,2006,22.23
COM,2006,9.933
COD,2006,5.413
COG,2006,39.603
CRI,2006,14.309
CIV,2006,8.256
HRV,2006,28.598
CUB,2006,4.181
CYP,2006,9.899
CZE,2006,17.447
DNK,2006,7.671
DJI,2006,66.644
DOM,2006,10.809
ECU,2006,7.911
EGY,2006,30.402
SLV,2006,11.573
GNQ,2006,15.029
ERI,2006,10.288
EST,2006,12.119
SWZ,2006,56.29
ETH,2006,3.441
FJI,2006,10.195
FIN,2006,18.606
FRA,2006,22.453
PYF,2006,33.625
GAB,2006,33.403
GMB,2006,14.629
GEO,2006,29.64
DEU,2006,13.765
GHA,2006,9.401
GRC,2006,24.833
GUM,2006,17.025
GTM,2006,5.158
GIN,2006,6.172
GNB,2006,4.007
GUY,2006,21.318
HTI,2006,37.859
HND,2006,6.195
HKG,2006,10.399
HUN,2006,19.103
ISL,2006,7.927
IND,2006,15.72
IDN,2006,24.7
IRN,2006,23.57
IRQ,2006,16.859
IRL,2006,8.287
ISR,2006,18.385
ITA,2006,21.804
JAM,2006,16.865
JPN,2006,8.292
JOR,2006,32.841
KAZ,2006,11.192
KEN,2006,6.57
PRK,2006,7.062
KOR,2006,8.916
KWT,2006,5.79
KGZ,2006,4.429
LAO,2006,2.603
LVA,2006,13.683
LBN,2006,21.247
LSO,2006,22.615
LBR,2006,3.156
LBY,2006,46.656
LTU,2006,9.979
LUX,2006,16.003
MAC,2006,7.148
MDG,2006,2.612
MWI,2006,6.654
MYS,2006,10.898
MDV,2006,17.92
MLI,2006,2.139
MLT,2006,15.531
MRT,2006,14.265
MUS,2006,23.219
MEX,2006,6.979
MDA,2006,9.785
MNG,2006,11.742
MNE,2006,45.831
MAR,2006,16.488
MOZ,2006,6.458
MMR,2006,1.391
NAM,2006,43.025
NPL,2006,19.431
NLD,2006,10.027
NCL,2006,38.868
NZL,2006,9.967
NIC,2006,8.585
NER,2006,5.004
NGA,2006,9.556
MKD,2006,60.047
NOR,2006,8.746
OMN,2006,13.983
PAK,2006,0.941
PAN,2006,13.325
PNG,2006,4.144
PRY,2006,11.106
PER,2006,7.146
PHL,2006,10.327
POL,2006,29.72
PRT,2006,16.506
PRI,2006,22.511
QAT,2006,2.635
ROU,2006,21.601
RUS,2006,16.393
RWA,2006,15.903
WSM,2006,13.564
STP,2006,24.253
SAU,2006,35.031
SEN,2006,2.899
SRB,2006,48.033
SLE,2006,6.169
SGP,2006,8.87
SVK,2006,26.853
SVN,2006,13.835
SLB,2006,3.384
SOM,2006,33.882
ZAF,2006,36.117
SSD,2006,18.516
ESP,2006,17.894
LKA,2006,22.24
LCA,2006,30.622
VCT,2006,39.176
SDN,2006,27.147
SUR,2006,20.759
SWE,2006,21.464
CHE,2006,7.7
SYR,2006,17.727
TJK,2006,26.687
TZA,2006,6.09
THA,2006,4.879
TLS,2006,9.398
TGO,2006,7.456
TON,2006,2.91
TTO,2006,12.86
TUN,2006,27.724
TUR,2006,18.774
TKM,2006,12.578
UGA,2006,3.455
UKR,2006,14.275
ARE,2006,7.122
GBR,2006,13.826
USA,2006,10.43
URY,2006,28.096
UZB,2006,12.499
VUT,2006,13.674
VEN,2006,15.369
VNM,2006,5.466
VIR,2006,21.085
PSE,2006,29.842
YEM,2006,20.398
ZMB,2006,26.773
ZWE,2006,8.311
AFE,2006,13.74254324
AFW,2006,8.133441925
ARB,2006,25.16225909
CSS,2006,21.66300575
CEB,2006,23.80874265
EAR,2006,15.31569927
EAS,2006,10.51101886
EAP,2006,10.63289493
TEA,2006,10.67206152
EMU,2006,18.05900864
ECS,2006,17.88553381
ECA,2006,17.69589855
TEC,2006,18.51665675
EUU,2006,19.54236025
FCS,2006,11.02786249
HPC,2006,8.757402027
HIC,2006,14.92256309
IBD,2006,15.16388725
IBT,2006,13.45546624
IDB,2006,6.02321438
IDX,2006,9.367370703
IDA,2006,8.23905202
LTE,2006,11.97835725
LCN,2006,15.36038609
LAC,2006,15.06665928
TLA,2006,15.4951848
LDC,2006,9.474298329
LMY,2006,13.18310237
LIC,2006,9.243960642
LMC,2006,12.97760978
MEA,2006,24.40758795
MNA,2006,24.381386
TMN,2006,24.32390957
MIC,2006,13.56512292
NAC,2006,10.5451906
OED,2006,13.88401438
OSS,2006,23.92627426
PSS,2006,8.751435166
PST,2006,13.18929512
PRE,2006,10.24127795
SST,2006,21.69662015
SAS,2006,13.18868649
TSA,2006,13.18868649
SSF,2006,11.52725647
SSA,2006,11.52725647
TSS,2006,11.52725647
UMC,2006,14.16389383
WLD,2006,13.44954065
DZA,2007,27.841
ARG,2007,20.243
AFG,2007,10.159
ALB,2007,26.61
AGO,2007,37.013
ARM,2007,11.934
AUS,2007,9.358
AUT,2007,9.605
AZE,2007,13.389
BHS,2007,19.02
BHR,2007,4.105
BGD,2007,8.105
BRB,2007,17.364
BLR,2007,13.254
BEL,2007,18.833
BLZ,2007,17.21
BEN,2007,1.598
BTN,2007,11.342
BOL,2007,5.426
BIH,2007,58.36
BWA,2007,31.432
BRA,2007,18.689
BRN,2007,19.208
BGR,2007,15.134
BFA,2007,5.228
BDI,2007,3.032
CPV,2007,24.738
KHM,2007,2.094
CMR,2007,4.564
CAN,2007,11.054
CAF,2007,10.167
TCD,2007,1.222
CHI,2007,11.345
CHL,2007,21.61
CHN,2007,9.215
COL,2007,22.1
COM,2007,9.996
COD,2007,5.918
COG,2007,40.257
CRI,2007,11.099
CIV,2007,8.605
HRV,2007,25.022
CUB,2007,3.965
CYP,2007,9.526
CZE,2007,10.734
DNK,2007,7.487
DJI,2007,67.691
DOM,2007,12.369
ECU,2007,7.005
EGY,2007,25.001
SLV,2007,11.378
GNQ,2007,15
ERI,2007,10.324
EST,2007,10.093
SWZ,2007,57.357
ETH,2007,3.449
FJI,2007,10.977
FIN,2007,16.416
FRA,2007,19.641
PYF,2007,33.958
GAB,2007,33.798
GMB,2007,14.833
GEO,2007,31.035
DEU,2007,11.909
GHA,2007,9.916
GRC,2007,22.863
GUM,2007,19.777
GTM,2007,4.946
GIN,2007,6.118
GNB,2007,4.012
GUY,2007,21.563
HTI,2007,40.372
HND,2007,5.514
HKG,2007,8.993
HUN,2007,17.997
ISL,2007,6.688
IND,2007,16.478
IDN,2007,22.931
IRN,2007,22.318
IRQ,2007,17.267
IRL,2007,9.164
ISR,2007,16.236
ITA,2007,20.392
JAM,2007,16.929
JPN,2007,7.86
JOR,2007,31.719
KAZ,2007,9.353
KEN,2007,6.571
PRK,2007,6.949
KOR,2007,7.857
KWT,2007,6.785
KGZ,2007,4.597
LAO,2007,2.334
LVA,2007,10.603
LBN,2007,21.836
LSO,2007,22.569
LBR,2007,3.118
LBY,2007,46.983
LTU,2007,8.39
LUX,2007,14.863
MAC,2007,6.49
MDG,2007,2.962
MWI,2007,6.595
MYS,2007,10.697
MDV,2007,20.049
MLI,2007,2.125
MLT,2007,13.561
MRT,2007,14.48
MUS,2007,24.486
MEX,2007,7.128
MDA,2007,7.562
MNG,2007,12.082
MNE,2007,36.015
MAR,2007,15.598
MOZ,2007,6.526
MMR,2007,1.413
NAM,2007,43.651
NPL,2007,19.505
NLD,2007,9.375
NCL,2007,37.72
NZL,2007,10.122
NIC,2007,7.854
NER,2007,3.949
NGA,2007,9.657
MKD,2007,58.152
NOR,2007,7.399
OMN,2007,13.879
PAK,2007,0.822
PAN,2007,13.138
PNG,2007,3.952
PRY,2007,10.435
PER,2007,7.53
PHL,2007,9.013
POL,2007,21.599
PRT,2007,16.734
PRI,2007,22.295
QAT,2007,1.554
ROU,2007,20.362
RUS,2007,14.475
RWA,2007,15.964
WSM,2007,13.959
STP,2007,23.531
SAU,2007,30.164
SEN,2007,2.929
SRB,2007,43.63
SLE,2007,6.586
SGP,2007,8.777
SVK,2007,20.485
SVN,2007,10.092
SLB,2007,3.441
SOM,2007,33.785
ZAF,2007,36.198
SSD,2007,18.505
ESP,2007,18.096
LKA,2007,21.567
LCA,2007,27.176
VCT,2007,39.045
SDN,2007,27.315
SUR,2007,20.422
SWE,2007,19.257
CHE,2007,7.082
SYR,2007,19.05
TJK,2007,25.266
TZA,2007,5.701
THA,2007,4.586
TLS,2007,9.339
TGO,2007,6.625
TON,2007,3.198
TTO,2007,11.228
TUN,2007,27.92
TUR,2007,19.644
TKM,2007,10.704
UGA,2007,4.074
UKR,2007,13.221
ARE,2007,6.614
GBR,2007,14.173
USA,2007,10.471
URY,2007,24.902
UZB,2007,10.228
VUT,2007,12.01
VEN,2007,13.582
VNM,2007,5.971
VIR,2007,20.668
PSE,2007,31.005
YEM,2007,20.757
ZMB,2007,21.796
ZWE,2007,8.607
AFE,2007,13.63752902
AFW,2007,8.112047378
ARB,2007,23.8655381
CSS,2007,21.2133671
CEB,2007,18.71601758
EAR,2007,15.22487747
EAS,2007,10.15725841
EAP,2007,10.29028126
TEA,2007,10.32755783
EMU,2007,16.39939144
ECS,2007,16.20444781
ECA,2007,16.86366173
TEC,2007,16.66584506
EUU,2007,17.01462609
FCS,2007,11.02077511
HPC,2007,8.672831802
HIC,2007,13.64317958
IBD,2007,14.89361101
IBT,2007,13.23205646
IDB,2007,5.807028935
IDX,2007,9.512976001
IDA,2007,8.261602592
LTE,2007,11.4664574
LCN,2007,14.65884503
LAC,2007,14.4236169
TLA,2007,14.78331504
LDC,2007,9.619486902
LMY,2007,13.07103732
LIC,2007,9.372131669
LMC,2007,13.09494264
MEA,2007,22.94663155
MNA,2007,23.2038474
TMN,2007,23.11939504
MIC,2007,13.43956741
NAC,2007,10.52611439
OED,2007,13.11577701
OSS,2007,23.70447216
PSS,2007,8.974625901
PST,2007,12.40213176
PRE,2007,10.17524756
SST,2007,21.50877773
SAS,2007,13.78865923
TSA,2007,13.78865923
SSF,2007,11.46009646
SSA,2007,11.46009646
TSS,2007,11.46009646
UMC,2007,13.79711863
WLD,2007,13.15725019
DZA,2008,24.291
ARG,2008,18.927
AFG,2008,10.16
ALB,2008,26.555
AGO,2008,37.222
ARM,2008,13.181
AUS,2008,8.812
AUT,2008,8.73
AZE,2008,13.67
BHS,2008,17.152
BHR,2008,4.327
BGD,2008,8.897
BRB,2008,19.007
BLR,2008,12.103
BEL,2008,17.968
BLZ,2008,16.515
BEN,2008,1.715
BTN,2008,11.882
BOL,2008,5.59
BIH,2008,47.573
BWA,2008,31.34
BRA,2008,17.425
BRN,2008,19.914
BGR,2008,12.76
BFA,2008,5.543
BDI,2008,2.134
CPV,2008,25.024
KHM,2008,1.335
CMR,2008,5.104
CAN,2008,11.411
CAF,2008,10.029
TCD,2008,1.275
CHI,2008,11.775
CHL,2008,23.73
CHN,2008,9.795
COL,2008,22.709
COM,2008,9.981
COD,2008,6.422
COG,2008,40.464
CRI,2008,11.266
CIV,2008,8.798
HRV,2008,23.585
CUB,2008,3.406
CYP,2008,8.56
CZE,2008,9.878
DNK,2008,9.463
DJI,2008,68.654
DOM,2008,10.582
ECU,2008,9.147
EGY,2008,25.436
SLV,2008,10.876
