iso3,year,liberal_dem
PHL,2010,0.409
PHL,2011,0.428
PHL,2012,0.428
PHL,2013,0.428
PHL,2014,0.426
PHL,2015,0.429
PHL,2016,0.363
PHL,2017,0.347
PHL,2018,0.314
PHL,2019,0.296
PHL,2020,0.284
PNG,1990,0.412
PNG,1991,0.412
PNG,1992,0.409
PNG,1993,0.407
PNG,1994,0.407
PNG,1995,0.407
PNG,1996,0.407
PNG,1997,0.407
PNG,1998,0.408
PNG,1999,0.408
PNG,2000,0.408
PNG,2001,0.408
PNG,2002,0.406
PNG,2003,0.405
PNG,2004,0.398
PNG,2005,0.398
PNG,2006,0.398
PNG,2007,0.382
PNG,2008,0.367
PNG,2009,0.367
PNG,2010,0.367
PNG,2011,0.361
PNG,2012,0.35
PNG,2013,0.344
PNG,2014,0.346
PNG,2015,0.342
PNG,2016,0.344
PNG,2017,0.342
PNG,2018,0.351
PNG,2019,0.348
PNG,2020,0.354
POL,1990,0.665
POL,1991,0.782
POL,1992,0.805
POL,1993,0.809
POL,1994,0.811
POL,1995,0.81
POL,1996,0.803
POL,1997,0.793
POL,1998,0.799
POL,1999,0.8
POL,2000,0.802
POL,2001,0.806
POL,2002,0.813
POL,2003,0.813
POL,2004,0.813
POL,2005,0.815
POL,2006,0.811
POL,2007,0.809
POL,2008,0.826
POL,2009,0.826
POL,2010,0.827
POL,2011,0.828
POL,2012,0.83
POL,2013,0.828
POL,2014,0.82
POL,2015,0.778
POL,2016,0.6
POL,2017,0.539
POL,2018,0.518
POL,2019,0.507
POL,2020,0.449
PRK,1990,0.015
PRK,1991,0.015
PRK,1992,0.015
PRK,1993,0.015
PRK,1994,0.015
PRK,1995,0.014
PRK,1996,0.014
PRK,1997,0.014
PRK,1998,0.014
PRK,1999,0.014
PRK,2000,0.014
PRK,2001,0.014
PRK,2002,0.014
PRK,2003,0.014
PRK,2004,0.014
PRK,2005,0.014
PRK,2006,0.014
PRK,2007,0.014
PRK,2008,0.014
PRK,2009,0.014
PRK,2010,0.015
PRK,2011,0.015
PRK,2012,0.015
PRK,2013,0.015
PRK,2014,0.015
PRK,2015,0.015
PRK,2016,0.015
PRK,2017,0.015
PRK,2018,0.015
PRK,2019,0.015
PRK,2020,0.015
PRT,1990,0.822
PRT,1991,0.811
PRT,1992,0.811
PRT,1993,0.811
PRT,1994,0.811
PRT,1995,0.813
PRT,1996,0.82
PRT,1997,0.82
PRT,1998,0.82
PRT,1999,0.821
PRT,2000,0.825
PRT,2001,0.824
PRT,2002,0.83
PRT,2003,0.83
PRT,2004,0.83
PRT,2005,0.842
PRT,2006,0.846
PRT,2007,0.846
PRT,2008,0.844
PRT,2009,0.844
PRT,2010,0.846
PRT,2011,0.835
PRT,2012,0.837
PRT,2013,0.829
PRT,2014,0.829
PRT,2015,0.832
PRT,2016,0.832
PRT,2017,0.848
PRT,2018,0.849
PRT,2019,0.82
PRT,2020,0.808
PRY,1990,0.209
PRY,1991,0.215
PRY,1992,0.346
PRY,1993,0.368
PRY,1994,0.378
PRY,1995,0.378
PRY,1996,0.378
PRY,1997,0.383
PRY,1998,0.385
PRY,1999,0.387
PRY,2000,0.392
PRY,2001,0.392
PRY,2002,0.392
PRY,2003,0.407
PRY,2004,0.427
PRY,2005,0.431
PRY,2006,0.433
PRY,2007,0.45
PRY,2008,0.494
PRY,2009,0.505
PRY,2010,0.51
PRY,2011,0.503
PRY,2012,0.477
PRY,2013,0.407
PRY,2014,0.414
PRY,2015,0.415
PRY,2016,0.415
PRY,2017,0.419
PRY,2018,0.416
PRY,2019,0.423
PRY,2020,0.423
PSE,1990,0.079
PSE,1991,0.079
PSE,1992,0.089
PSE,1993,0.095
PSE,1994,0.162
PSE,1995,0.167
PSE,1996,0.285
PSE,1997,0.29
PSE,1998,0.297
PSE,1999,0.297
PSE,2000,0.291
PSE,2001,0.294
PSE,2002,0.297
PSE,2003,0.319
PSE,2004,0.326
PSE,2005,0.354
PSE,2006,0.34
PSE,2007,0.214
PSE,2008,0.147
PSE,2009,0.147
PSE,2010,0.148
PSE,2011,0.148
PSE,2012,0.147
PSE,2013,0.173
PSE,2014,0.174
PSE,2015,0.172
PSE,2016,0.171
PSE,2017,0.179
PSE,2018,0.184
PSE,2019,0.198
PSE,2020,0.16
PSG,2007,0.093
PSG,2008,0.095
PSG,2009,0.096
PSG,2010,0.103
PSG,2011,0.101
PSG,2012,0.102
PSG,2013,0.07
PSG,2014,0.071
PSG,2015,0.063
PSG,2016,0.065
PSG,2017,0.06
PSG,2018,0.039
PSG,2019,0.073
PSG,2020,0.05
QAT,1990,0.082
QAT,1991,0.082
QAT,1992,0.082
QAT,1993,0.082
QAT,1994,0.083
QAT,1995,0.085
QAT,1996,0.089
QAT,1997,0.089
QAT,1998,0.09
QAT,1999,0.09
QAT,2000,0.092
QAT,2001,0.09
QAT,2002,0.09
QAT,2003,0.096
QAT,2004,0.098
QAT,2005,0.098
QAT,2006,0.098
QAT,2007,0.098
QAT,2008,0.098
QAT,2009,0.099
QAT,2010,0.099
QAT,2011,0.099
QAT,2012,0.099
QAT,2013,0.091
QAT,2014,0.092
QAT,2015,0.092
QAT,2016,0.091
QAT,2017,0.088
QAT,2018,0.09
QAT,2019,0.084
QAT,2020,0.086
ROU,1990,0.297
ROU,1991,0.327
ROU,1992,0.367
ROU,1993,0.389
ROU,1994,0.389
ROU,1995,0.389
ROU,1996,0.407
ROU,1997,0.437
ROU,1998,0.437
ROU,1999,0.436
ROU,2000,0.433
ROU,2001,0.419
ROU,2002,0.421
ROU,2003,0.431
ROU,2004,0.431
ROU,2005,0.465
ROU,2006,0.468
ROU,2007,0.476
ROU,2008,0.491
ROU,2009,0.529
ROU,2010,0.545
ROU,2011,0.547
ROU,2012,0.535
ROU,2013,0.556
ROU,2014,0.565
ROU,2015,0.599
ROU,2016,0.622
ROU,2017,0.531
ROU,2018,0.487
ROU,2019,0.554
ROU,2020,0.663
RUS,1990,0.095
RUS,1991,0.129
RUS,1992,0.296
RUS,1993,0.292
RUS,1994,0.294
RUS,1995,0.296
RUS,1996,0.289
RUS,1997,0.285
RUS,1998,0.284
RUS,1999,0.285
RUS,2000,0.223
RUS,2001,0.202
RUS,2002,0.177
RUS,2003,0.169
RUS,2004,0.152
RUS,2005,0.151
RUS,2006,0.15
RUS,2007,0.143
RUS,2008,0.139
RUS,2009,0.14
RUS,2010,0.135
RUS,2011,0.134
RUS,2012,0.121
RUS,2013,0.118
RUS,2014,0.112
RUS,2015,0.11
RUS,2016,0.108
RUS,2017,0.109
RUS,2018,0.109
RUS,2019,0.105
RUS,2020,0.099
RWA,1990,0.159
RWA,1991,0.182
RWA,1992,0.195
RWA,1993,0.129
RWA,1994,0.113
RWA,1995,0.119
RWA,1996,0.12
RWA,1997,0.122
RWA,1998,0.125
RWA,1999,0.126
RWA,2000,0.105
RWA,2001,0.105
RWA,2002,0.105
RWA,2003,0.107
RWA,2004,0.126
RWA,2005,0.125
RWA,2006,0.126
RWA,2007,0.126
RWA,2008,0.128
RWA,2009,0.13
RWA,2010,0.132
RWA,2011,0.133
RWA,2012,0.135
RWA,2013,0.133
RWA,2014,0.136
RWA,2015,0.136
RWA,2016,0.127
RWA,2017,0.116
RWA,2018,0.12
RWA,2019,0.12
RWA,2020,0.117
SAU,1990,0.039
SAU,1991,0.038
SAU,1992,0.039
SAU,1993,0.04
SAU,1994,0.04
SAU,1995,0.04
SAU,1996,0.04
SAU,1997,0.04
SAU,1998,0.04
SAU,1999,0.04
SAU,2000,0.04
SAU,2001,0.041
SAU,2002,0.04
SAU,2003,0.04
SAU,2004,0.04
SAU,2005,0.043
SAU,2006,0.043
SAU,2007,0.044
SAU,2008,0.045
SAU,2009,0.045
SAU,2010,0.047
SAU,2011,0.047
SAU,2012,0.047
SAU,2013,0.048
SAU,2014,0.048
SAU,2015,0.048
SAU,2016,0.046
SAU,2017,0.046
SAU,2018,0.045
SAU,2019,0.047
SAU,2020,0.046
SDN,1990,0.012
SDN,1991,0.012
SDN,1992,0.02
SDN,1993,0.018
SDN,1994,0.019
SDN,1995,0.019
SDN,1996,0.02
SDN,1997,0.02
SDN,1998,0.027
SDN,1999,0.035
SDN,2000,0.019
SDN,2001,0.036
SDN,2002,0.036
SDN,2003,0.035
SDN,2004,0.039
SDN,2005,0.063
SDN,2006,0.063
SDN,2007,0.064
SDN,2008,0.065
SDN,2009,0.063
SDN,2010,0.067
SDN,2011,0.058
SDN,2012,0.061
SDN,2013,0.063
SDN,2014,0.062
SDN,2015,0.065
SDN,2016,0.066
SDN,2017,0.076
SDN,2018,0.07
SDN,2019,0.076
SDN,2020,0.061
SEN,1990,0.382
SEN,1991,0.39
SEN,1992,0.404
SEN,1993,0.456
SEN,1994,0.469
SEN,1995,0.474
SEN,1996,0.475
SEN,1997,0.478
SEN,1998,0.48
SEN,1999,0.482
SEN,2000,0.508
SEN,2001,0.439
SEN,2002,0.533
SEN,2003,0.533
SEN,2004,0.533
SEN,2005,0.533
SEN,2006,0.533
SEN,2007,0.528
SEN,2008,0.522
SEN,2009,0.524
SEN,2010,0.53
SEN,2011,0.53
SEN,2012,0.541
SEN,2013,0.583
SEN,2014,0.582
SEN,2015,0.586
SEN,2016,0.579
SEN,2017,0.555
SEN,2018,0.551
SEN,2019,0.573
SEN,2020,0.573
SGP,1990,0.301
SGP,1991,0.303
SGP,1992,0.298
SGP,1993,0.298
SGP,1994,0.299
SGP,1995,0.299
SGP,1996,0.298
SGP,1997,0.304
SGP,1998,0.304
SGP,1999,0.302
SGP,2000,0.31
SGP,2001,0.31
SGP,2002,0.307
SGP,2003,0.307
SGP,2004,0.307
SGP,2005,0.305
SGP,2006,0.312
SGP,2007,0.312
SGP,2008,0.312
SGP,2009,0.314
SGP,2010,0.316
SGP,2011,0.324
SGP,2012,0.335
SGP,2013,0.332
SGP,2014,0.332
SGP,2015,0.333
SGP,2016,0.337
SGP,2017,0.344
SGP,2018,0.337
SGP,2019,0.333
SGP,2020,0.327
SLB,1990,0.412
SLB,1991,0.412
SLB,1992,0.412
SLB,1993,0.412
SLB,1994,0.412
SLB,1995,0.412
SLB,1996,0.412
SLB,1997,0.407
SLB,1998,0.393
SLB,1999,0.37
SLB,2000,0.241
SLB,2001,0.183
SLB,2002,0.376
SLB,2003,0.384
SLB,2004,0.396
SLB,2005,0.389
SLB,2006,0.346
SLB,2007,0.418
SLB,2008,0.418
SLB,2009,0.417
SLB,2010,0.423
SLB,2011,0.429
SLB,2012,0.429
SLB,2013,0.427
SLB,2014,0.429
SLB,2015,0.436
SLB,2016,0.446
SLB,2017,0.458
SLB,2018,0.463
SLB,2019,0.478
SLB,2020,0.46
SLE,1990,0.088
SLE,1991,0.061
SLE,1992,0.049
SLE,1993,0.034
SLE,1994,0.035
SLE,1995,0.036
SLE,1996,0.123
SLE,1997,0.098
SLE,1998,0.076
SLE,1999,0.081
SLE,2000,0.089
SLE,2001,0.089
SLE,2002,0.198
SLE,2003,0.363
SLE,2004,0.362
SLE,2005,0.353
SLE,2006,0.349
SLE,2007,0.343
SLE,2008,0.321
SLE,2009,0.321
SLE,2010,0.324
SLE,2011,0.324
SLE,2012,0.315
SLE,2013,0.312
SLE,2014,0.312
SLE,2015,0.312
SLE,2016,0.308
SLE,2017,0.333
SLE,2018,0.378
SLE,2019,0.382
SLE,2020,0.415
SLV,1990,0.087
SLV,1991,0.09
SLV,1992,0.142
SLV,1993,0.205
SLV,1994,0.26
SLV,1995,0.276
SLV,1996,0.28
SLV,1997,0.281
SLV,1998,0.289
SLV,1999,0.299
SLV,2000,0.314
SLV,2001,0.326
SLV,2002,0.334
SLV,2003,0.338
SLV,2004,0.336
SLV,2005,0.34
SLV,2006,0.356
SLV,2007,0.358
SLV,2008,0.362
SLV,2009,0.406
SLV,2010,0.429
SLV,2011,0.429
SLV,2012,0.436
SLV,2013,0.445
SLV,2014,0.472
SLV,2015,0.468
SLV,2016,0.471
SLV,2017,0.471
SLV,2018,0.445
SLV,2019,0.401
SLV,2020,0.319
SML,1991,0.082
SML,1992,0.082
SML,1993,0.119
SML,1994,0.122
SML,1995,0.129
SML,1996,0.129
SML,1997,0.131
SML,1998,0.135
SML,1999,0.136
SML,2000,0.136
SML,2001,0.137
SML,2002,0.148
SML,2003,0.203
SML,2004,0.224
SML,2005,0.232
SML,2006,0.242
SML,2007,0.241
SML,2008,0.241
SML,2009,0.241
SML,2010,0.252
SML,2011,0.263
SML,2012,0.264
SML,2013,0.242
SML,2014,0.243
SML,2015,0.243
SML,2016,0.244
SML,2017,0.252
SML,2018,0.239
SML,2019,0.234
SML,2020,0.231
SOM,1990,0.04
SOM,1991,0.038
SOM,1992,0.028
SOM,1993,0.029
SOM,1994,0.029
SOM,1995,0.029
SOM,1996,0.029
SOM,1997,0.029
SOM,1998,0.029
SOM,1999,0.029
SOM,2000,0.032
SOM,2001,0.031
SOM,2002,0.031
SOM,2003,0.031
SOM,2004,0.061
SOM,2005,0.096
SOM,2006,0.096
SOM,2007,0.098
SOM,2008,0.098
SOM,2009,0.099
SOM,2010,0.105
SOM,2011,0.107
SOM,2012,0.109
SOM,2013,0.12
SOM,2014,0.12
SOM,2015,0.124
SOM,2016,0.111
SOM,2017,0.123
SOM,2018,0.105
SOM,2019,0.101
SOM,2020,0.104
SRB,1990,0.152
SRB,1991,0.104
SRB,1992,0.153
SRB,1993,0.184
SRB,1994,0.185
SRB,1995,0.185
SRB,1996,0.19
SRB,1997,0.19
SRB,1998,0.189
SRB,1999,0.188
SRB,2000,0.274
SRB,2001,0.484
SRB,2002,0.505
SRB,2003,0.537
SRB,2004,0.526
SRB,2005,0.529
SRB,2006,0.526
SRB,2007,0.531
SRB,2008,0.529
SRB,2009,0.529
SRB,2010,0.508
SRB,2011,0.511
SRB,2012,0.487
SRB,2013,0.402
SRB,2014,0.358
SRB,2015,0.344
SRB,2016,0.327
SRB,2017,0.296
SRB,2018,0.286
SRB,2019,0.287
SRB,2020,0.247
SSD,2011,0.103
SSD,2012,0.103
SSD,2013,0.073
SSD,2014,0.066
SSD,2015,0.064
SSD,2016,0.049
SSD,2017,0.057
SSD,2018,0.049
SSD,2019,0.062
SSD,2020,0.067
STP,1990,0.198
STP,1991,0.411
STP,1992,0.503
STP,1993,0.514
STP,1994,0.513
STP,1995,0.51
STP,1996,0.511
STP,1997,0.509
STP,1998,0.51
STP,1999,0.516
STP,2000,0.507
STP,2001,0.512
STP,2002,0.52
STP,2003,0.527
STP,2004,0.539
STP,2005,0.55
STP,2006,0.54
STP,2007,0.537
STP,2008,0.537
STP,2009,0.537
STP,2010,0.558
STP,2011,0.56
STP,2012,0.555
STP,2013,0.564
STP,2014,0.57
STP,2015,0.579
STP,2016,0.569
STP,2017,0.556
STP,2018,0.549
STP,2019,0.583
STP,2020,0.584
SUR,1990,0.554
SUR,1991,0.376
SUR,1992,0.631
SUR,1993,0.642
SUR,1994,0.645
SUR,1995,0.645
SUR,1996,0.655
SUR,1997,0.657
SUR,1998,0.657
SUR,1999,0.657
SUR,2000,0.667
SUR,2001,0.668
SUR,2002,0.668
SUR,2003,0.668
SUR,2004,0.668
SUR,2005,0.66
SUR,2006,0.655
SUR,2007,0.656
SUR,2008,0.655
SUR,2009,0.655
SUR,2010,0.64
SUR,2011,0.634
SUR,2012,0.628
SUR,2013,0.632
SUR,2014,0.632
SUR,2015,0.635
SUR,2016,0.628
SUR,2017,0.627
SUR,2018,0.61
SUR,2019,0.58
SUR,2020,0.633
SVK,1993,0.633
SVK,1994,0.546
SVK,1995,0.538
SVK,1996,0.536
SVK,1997,0.538
SVK,1998,0.633
SVK,1999,0.745
SVK,2000,0.75
SVK,2001,0.75
SVK,2002,0.75
SVK,2003,0.751
SVK,2004,0.751
SVK,2005,0.75
SVK,2006,0.728
SVK,2007,0.735
SVK,2008,0.742
SVK,2009,0.74
SVK,2010,0.756
SVK,2011,0.756
SVK,2012,0.749
SVK,2013,0.729
SVK,2014,0.731
SVK,2015,0.735
SVK,2016,0.732
SVK,2017,0.73
SVK,2018,0.708
SVK,2019,0.746
SVK,2020,0.766
SVN,1990,0.513
SVN,1991,0.716
SVN,1992,0.767
SVN,1993,0.767
SVN,1994,0.772
SVN,1995,0.767
SVN,1996,0.773
SVN,1997,0.763
SVN,1998,0.768
SVN,1999,0.761
SVN,2000,0.757
SVN,2001,0.745
SVN,2002,0.762
SVN,2003,0.756
SVN,2004,0.738
SVN,2005,0.738
SVN,2006,0.741
SVN,2007,0.742
SVN,2008,0.742
SVN,2009,0.794
SVN,2010,0.796
SVN,2011,0.791
SVN,2012,0.773
SVN,2013,0.787
SVN,2014,0.797
SVN,2015,0.804
SVN,2016,0.795
SVN,2017,0.774
SVN,2018,0.761
SVN,2019,0.743
SVN,2020,0.672
SWE,1990,0.882
SWE,1991,0.882
SWE,1992,0.881
SWE,1993,0.88
SWE,1994,0.88
SWE,1995,0.881
SWE,1996,0.881
SWE,1997,0.881
SWE,1998,0.881
SWE,1999,0.88
SWE,2000,0.88
SWE,2001,0.88
SWE,2002,0.881
SWE,2003,0.882
SWE,2004,0.882
SWE,2005,0.882
SWE,2006,0.882
SWE,2007,0.883
SWE,2008,0.883
SWE,2009,0.883
SWE,2010,0.883
SWE,2011,0.884
SWE,2012,0.887
SWE,2013,0.887
SWE,2014,0.885
SWE,2015,0.884
SWE,2016,0.881
SWE,2017,0.881
SWE,2018,0.878
SWE,2019,0.871
SWE,2020,0.872
SWZ,1990,0.105
SWZ,1991,0.105
SWZ,1992,0.105
SWZ,1993,0.105
SWZ,1994,0.101
SWZ,1995,0.101
SWZ,1996,0.101
SWZ,1997,0.101
SWZ,1998,0.095
SWZ,1999,0.096
SWZ,2000,0.096
SWZ,2001,0.097
SWZ,2002,0.097
SWZ,2003,0.096
SWZ,2004,0.096
SWZ,2005,0.096
SWZ,2006,0.097
SWZ,2007,0.097
SWZ,2008,0.099
SWZ,2009,0.098
SWZ,2010,0.096
SWZ,2011,0.095
SWZ,2012,0.095
SWZ,2013,0.099
SWZ,2014,0.098
SWZ,2015,0.098
SWZ,2016,0.098
SWZ,2017,0.101
SWZ,2018,0.114
SWZ,2019,0.112
SWZ,2020,0.113
SYC,1990,0.178
SYC,1991,0.18
SYC,1992,0.213
SYC,1993,0.247
SYC,1994,0.254
SYC,1995,0.258
SYC,1996,0.255
SYC,1997,0.256
SYC,1998,0.258
SYC,1999,0.259
SYC,2000,0.263
SYC,2001,0.259
SYC,2002,0.263
SYC,2003,0.309
SYC,2004,0.347
SYC,2005,0.347
SYC,2006,0.358
SYC,2007,0.372
SYC,2008,0.374
SYC,2009,0.375
SYC,2010,0.379
SYC,2011,0.383
SYC,2012,0.38
SYC,2013,0.397
SYC,2014,0.403
SYC,2015,0.429
SYC,2016,0.498
SYC,2017,0.518
SYC,2018,0.529
SYC,2019,0.537
SYC,2020,0.579
SYR,1990,0.039
SYR,1991,0.04
SYR,1992,0.039
SYR,1993,0.039
SYR,1994,0.038
SYR,1995,0.039
SYR,1996,0.039
SYR,1997,0.039
SYR,1998,0.04
SYR,1999,0.041
SYR,2000,0.052
SYR,2001,0.053
SYR,2002,0.052
SYR,2003,0.052
SYR,2004,0.052
SYR,2005,0.052
SYR,2006,0.052
SYR,2007,0.051
SYR,2008,0.051
SYR,2009,0.051
SYR,2010,0.051
SYR,2011,0.041
SYR,2012,0.033
SYR,2013,0.025
SYR,2014,0.025
SYR,2015,0.025
SYR,2016,0.026
SYR,2017,0.027
SYR,2018,0.027
SYR,2019,0.027
SYR,2020,0.033
TCD,1990,0.043
TCD,1991,0.056
TCD,1992,0.057
TCD,1993,0.069
TCD,1994,0.076
TCD,1995,0.076
TCD,1996,0.075
TCD,1997,0.077
TCD,1998,0.096
TCD,1999,0.096
TCD,2000,0.097
TCD,2001,0.096
TCD,2002,0.096
TCD,2003,0.096
TCD,2004,0.097
TCD,2005,0.096
TCD,2006,0.096
TCD,2007,0.095
TCD,2008,0.096
TCD,2009,0.096
TCD,2010,0.1
TCD,2011,0.1
TCD,2012,0.099
TCD,2013,0.094
TCD,2014,0.091
TCD,2015,0.093
TCD,2016,0.092
TCD,2017,0.086
TCD,2018,0.08
TCD,2019,0.089
TCD,2020,0.087
TGO,1990,0.067
TGO,1991,0.128
TGO,1992,0.153
TGO,1993,0.162
TGO,1994,0.169
TGO,1995,0.169
TGO,1996,0.172
TGO,1997,0.172
TGO,1998,0.167
TGO,1999,0.161
TGO,2000,0.173
TGO,2001,0.173
TGO,2002,0.174
TGO,2003,0.175
TGO,2004,0.175
TGO,2005,0.156
TGO,2006,0.19
TGO,2007,0.205
TGO,2008,0.244
TGO,2009,0.246
TGO,2010,0.245
TGO,2011,0.248
TGO,2012,0.247
TGO,2013,0.253
TGO,2014,0.27
TGO,2015,0.273
TGO,2016,0.278
TGO,2017,0.254
TGO,2018,0.233
TGO,2019,0.214
TGO,2020,0.256
THA,1990,0.27
THA,1991,0.16
THA,1992,0.203
THA,1993,0.313
THA,1994,0.313
THA,1995,0.318
THA,1996,0.289
THA,1997,0.352
THA,1998,0.39
THA,1999,0.39
THA,2000,0.397
THA,2001,0.418
THA,2002,0.41
THA,2003,0.402
THA,2004,0.398
THA,2005,0.375
THA,2006,0.175
THA,2007,0.184
THA,2008,0.341
THA,2009,0.343
THA,2010,0.333
THA,2011,0.376
THA,2012,0.406
THA,2013,0.349
THA,2014,0.115
THA,2015,0.101
THA,2016,0.102
THA,2017,0.1
THA,2018,0.109
THA,2019,0.185
THA,2020,0.177
TJK,1990,0.126
TJK,1991,0.13
TJK,1992,0.078
TJK,1993,0.06
TJK,1994,0.055
TJK,1995,0.056
TJK,1996,0.057
TJK,1997,0.059
TJK,1998,0.067
TJK,1999,0.071
TJK,2000,0.087
TJK,2001,0.09
TJK,2002,0.087
TJK,2003,0.089
TJK,2004,0.085
TJK,2005,0.074
TJK,2006,0.074
TJK,2007,0.073
TJK,2008,0.074
TJK,2009,0.074
TJK,2010,0.068
TJK,2011,0.069
TJK,2012,0.066
TJK,2013,0.055
TJK,2014,0.053
TJK,2015,0.044
TJK,2016,0.041
TJK,2017,0.044
TJK,2018,0.049
TJK,2019,0.043
TJK,2020,0.044
TKM,1990,NA
TKM,1991,0.045
TKM,1992,0.031
TKM,1993,0.028
TKM,1994,0.028
TKM,1995,0.028
TKM,1996,0.028
TKM,1997,0.024
TKM,1998,0.024
TKM,1999,0.024
TKM,2000,0.015
TKM,2001,0.014
TKM,2002,0.014
TKM,2003,0.014
TKM,2004,0.014
TKM,2005,0.015
TKM,2006,0.015
TKM,2007,0.023
TKM,2008,0.025
TKM,2009,0.024
TKM,2010,0.024
TKM,2011,0.023
TKM,2012,0.023
TKM,2013,0.025
TKM,2014,0.026
TKM,2015,0.026
TKM,2016,0.026
TKM,2017,0.028
TKM,2018,0.031
TKM,2019,0.037
TKM,2020,0.034
TLS,1990,NA
TLS,1991,NA
TLS,1992,NA
TLS,1993,NA
TLS,1994,NA
TLS,1995,NA
TLS,1996,NA
TLS,1997,NA
TLS,1998,NA
TLS,1999,0.089
TLS,2000,0.184
TLS,2001,0.233
TLS,2002,0.417
TLS,2003,0.413
TLS,2004,0.413
TLS,2005,0.414
TLS,2006,0.415
TLS,2007,0.464
TLS,2008,0.469
TLS,2009,0.471
TLS,2010,0.48
TLS,2011,0.48
TLS,2012,0.496
TLS,2013,0.489
TLS,2014,0.47
TLS,2015,0.462
TLS,2016,0.451
TLS,2017,0.481
TLS,2018,0.496
TLS,2019,0.513
TLS,2020,0.486
TTO,1990,0.612
TTO,1991,0.623
TTO,1992,0.633
TTO,1993,0.633
TTO,1994,0.632
TTO,1995,0.631
TTO,1996,0.632
TTO,1997,0.632
TTO,1998,0.632
TTO,1999,0.632
TTO,2000,0.641
TTO,2001,0.616
TTO,2002,0.622
TTO,2003,0.644
TTO,2004,0.644
TTO,2005,0.643
TTO,2006,0.65
TTO,2007,0.645
TTO,2008,0.653
TTO,2009,0.653
TTO,2010,0.657
TTO,2011,0.663
TTO,2012,0.663
TTO,2013,0.635
TTO,2014,0.633
TTO,2015,0.652
TTO,2016,0.648
TTO,2017,0.642
TTO,2018,0.634
TTO,2019,0.641
TTO,2020,0.639
TUN,1990,0.084
TUN,1991,0.098
TUN,1992,0.098
TUN,1993,0.097
TUN,1994,0.096
TUN,1995,0.096
TUN,1996,0.096
TUN,1997,0.096
TUN,1998,0.096
TUN,1999,0.096
TUN,2000,0.096
TUN,2001,0.096
TUN,2002,0.096
TUN,2003,0.096
TUN,2004,0.096
TUN,2005,0.096
TUN,2006,0.098
TUN,2007,0.099
TUN,2008,0.099
TUN,2009,0.099
TUN,2010,0.108
TUN,2011,0.247
TUN,2012,0.643
TUN,2013,0.634
TUN,2014,0.637
TUN,2015,0.627
TUN,2016,0.626
TUN,2017,0.644
TUN,2018,0.64
TUN,2019,0.631
TUN,2020,0.621
TUR,1990,0.355
TUR,1991,0.368
TUR,1992,0.376
TUR,1993,0.375
TUR,1994,0.377
TUR,1995,0.379
TUR,1996,0.386
TUR,1997,0.396
TUR,1998,0.396
TUR,1999,0.42
TUR,2000,0.432
TUR,2001,0.437
TUR,2002,0.496
TUR,2003,0.506
TUR,2004,0.511
TUR,2005,0.498
TUR,2006,0.496
TUR,2007,0.477
TUR,2008,0.424
TUR,2009,0.413
TUR,2010,0.371
TUR,2011,0.362
TUR,2012,0.355
TUR,2013,0.3
TUR,2014,0.258
TUR,2015,0.236
TUR,2016,0.147
TUR,2017,0.105
TUR,2018,0.108
TUR,2019,0.113
TUR,2020,0.119
TWN,1990,0.227
TWN,1991,0.243
TWN,1992,0.263
TWN,1993,0.28
TWN,1994,0.279
TWN,1995,0.283
TWN,1996,0.292
TWN,1997,0.493
TWN,1998,0.504
TWN,1999,0.499
TWN,2000,0.675
TWN,2001,0.687
TWN,2002,0.69
TWN,2003,0.686
TWN,2004,0.676
TWN,2005,0.672
TWN,2006,0.675
TWN,2007,0.677
TWN,2008,0.686
TWN,2009,0.67
TWN,2010,0.672
TWN,2011,0.672
TWN,2012,0.677
TWN,2013,0.682
TWN,2014,0.683
TWN,2015,0.684
TWN,2016,0.73
TWN,2017,0.737
TWN,2018,0.736
TWN,2019,0.723
TWN,2020,0.712
TZA,1990,0.272
TZA,1991,0.282
TZA,1992,0.339
TZA,1993,0.34
TZA,1994,0.35
TZA,1995,0.399
TZA,1996,0.409
TZA,1997,0.409
TZA,1998,0.409
TZA,1999,0.409
TZA,2000,0.403
TZA,2001,0.378
TZA,2002,0.378
TZA,2003,0.378
TZA,2004,0.378
TZA,2005,0.371
TZA,2006,0.4
TZA,2007,0.4
TZA,2008,0.401
TZA,2009,0.4
TZA,2010,0.404
TZA,2011,0.41
TZA,2012,0.408
TZA,2013,0.402
TZA,2014,0.401
TZA,2015,0.398
TZA,2016,0.357
TZA,2017,0.351
TZA,2018,0.338
TZA,2019,0.337
TZA,2020,0.345
UGA,1990,0.161
UGA,1991,0.19
UGA,1992,0.194
UGA,1993,0.198
UGA,1994,0.209
UGA,1995,0.233
UGA,1996,0.245
UGA,1997,0.243
UGA,1998,0.243
UGA,1999,0.243
UGA,2000,0.243
UGA,2001,0.231
UGA,2002,0.223
UGA,2003,0.221
UGA,2004,0.225
UGA,2005,0.247
UGA,2006,0.261
UGA,2007,0.26
UGA,2008,0.259
UGA,2009,0.259
UGA,2010,0.255
UGA,2011,0.256
UGA,2012,0.251
UGA,2013,0.253
UGA,2014,0.249
UGA,2015,0.244
UGA,2016,0.227
UGA,2017,0.214
UGA,2018,0.212
UGA,2019,0.213
UGA,2020,0.217
UKR,1990,0.231
UKR,1991,0.276
UKR,1992,0.334
UKR,1993,0.359
UKR,1994,0.357
UKR,1995,0.333
UKR,1996,0.323
UKR,1997,0.298
UKR,1998,0.262
